ANO;LOCALIDAD;SEXO;EDAD_QUINQUENAL;CAUSAS_667;CAUSAS_105;TOTAL_CASOS
2012;Usaquén;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2012;Usme;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2012;Usme;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;15
2012;Usme;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2012;Usme;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2012;Usme;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2012;Usme;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2012;Usme;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2012;Usme;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Antonio Nariño;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Antonio Nariño;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Antonio Nariño;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Antonio Nariño;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Barrios Unidos;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Barrios Unidos;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Barrios Unidos;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Barrios Unidos;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Barrios Unidos;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Bosa;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Bosa;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2013;Bosa;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;22
2013;Bosa;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2013;Bosa;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2013;Bosa;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2013;Bosa;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Bosa;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2013;Bosa;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Bosa;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Bosa;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Bosa;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Bosa;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Chapinero;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Chapinero;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Chapinero;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Chapinero;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Chapinero;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Chapinero;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Ciudad Bolívar;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;23
2013;Ciudad Bolívar;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;32
2013;Ciudad Bolívar;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;21
2013;Ciudad Bolívar;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;20
2013;Ciudad Bolívar;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;22
2013;Ciudad Bolívar;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;8
2013;Ciudad Bolívar;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2013;Ciudad Bolívar;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Ciudad Bolívar;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Ciudad Bolívar;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Ciudad Bolívar;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Ciudad Bolívar;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Ciudad Bolívar;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Engativá;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Engativá;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2013;Engativá;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2013;Engativá;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2013;Engativá;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2013;Engativá;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2013;Engativá;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Engativá;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2013;Engativá;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Engativá;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Engativá;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Engativá;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Fontibón;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Fontibón;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Fontibón;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Fontibón;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Fontibón;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Fontibón;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Fontibón;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Fontibón;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Fontibón;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Kennedy;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Kennedy;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2013;Kennedy;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;23
2013;Kennedy;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2013;Kennedy;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2013;Kennedy;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2013;Kennedy;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Kennedy;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Kennedy;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Kennedy;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Kennedy;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Kennedy;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Kennedy;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;La Candelaria;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;La Candelaria;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;La Candelaria;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;La Candelaria;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Los Mártires;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Los Mártires;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Los Mártires;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Los Mártires;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Los Mártires;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Los Mártires;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Los Mártires;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Puente Aranda;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Puente Aranda;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Puente Aranda;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Puente Aranda;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Puente Aranda;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Puente Aranda;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Puente Aranda;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Puente Aranda;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Puente Aranda;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Rafael Uribe Uribe;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;16
2013;Rafael Uribe Uribe;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2013;Rafael Uribe Uribe;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2013;Rafael Uribe Uribe;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Rafael Uribe Uribe;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Rafael Uribe Uribe;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2013;Rafael Uribe Uribe;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;San Cristóbal;Hombres;0 a 4;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;San Cristóbal;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2013;San Cristóbal;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2013;San Cristóbal;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2013;San Cristóbal;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;San Cristóbal;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;San Cristóbal;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;San Cristóbal;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;San Cristóbal;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;San Cristóbal;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;San Cristóbal;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;San Cristóbal;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Santa Fe;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Santa Fe;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2013;Santa Fe;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2013;Santa Fe;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Santa Fe;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Santa Fe;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Santa Fe;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Santa Fe;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Santa Fe;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Sin Dato;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Sin Dato;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;51
2013;Sin Dato;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;80
2013;Sin Dato;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;69
2013;Sin Dato;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;54
2013;Sin Dato;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;50
2013;Sin Dato;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;31
2013;Sin Dato;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2013;Sin Dato;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2013;Sin Dato;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2013;Sin Dato;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Sin Dato;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Sin Dato;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Sin Dato;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Sin Dato;Hombres;90 a 94;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Sin Dato;Hombres;Sin Dato;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Suba;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2013;Suba;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;15
2013;Suba;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2013;Suba;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2013;Suba;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2013;Suba;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2013;Suba;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Suba;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Suba;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Suba;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Suba;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Suba;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Suba;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Sumapaz;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Teusaquillo;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Teusaquillo;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Tunjuelito;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Tunjuelito;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Tunjuelito;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Tunjuelito;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2013;Tunjuelito;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Tunjuelito;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Tunjuelito;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Tunjuelito;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Tunjuelito;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usaquén;Hombres;0 a 4;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usaquén;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usaquén;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Usaquén;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2013;Usaquén;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Usaquén;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Usaquén;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Usaquén;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Usaquén;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Usaquén;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Usaquén;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usaquén;Hombres;85 a 89;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usme;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usme;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2013;Usme;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2013;Usme;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2013;Usme;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2013;Usme;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2013;Usme;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2013;Usme;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2013;Usme;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usme;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2013;Usme;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Antonio Nariño;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Antonio Nariño;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Antonio Nariño;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Antonio Nariño;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Antonio Nariño;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Barrios Unidos;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Barrios Unidos;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Barrios Unidos;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Barrios Unidos;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Barrios Unidos;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Bosa;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;18
2014;Bosa;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;22
2014;Bosa;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;18
2014;Bosa;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;17
2014;Bosa;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;8
2014;Bosa;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2014;Bosa;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2014;Bosa;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2014;Bosa;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Bosa;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Bosa;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Chapinero;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Chapinero;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Chapinero;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Chapinero;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Chapinero;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Ciudad Bolívar;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;18
2014;Ciudad Bolívar;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;43
2014;Ciudad Bolívar;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;30
2014;Ciudad Bolívar;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;22
2014;Ciudad Bolívar;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2014;Ciudad Bolívar;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2014;Ciudad Bolívar;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2014;Ciudad Bolívar;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Ciudad Bolívar;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2014;Ciudad Bolívar;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2014;Ciudad Bolívar;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2014;Ciudad Bolívar;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Ciudad Bolívar;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Engativá;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2014;Engativá;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;8
2014;Engativá;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2014;Engativá;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2014;Engativá;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2014;Engativá;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2014;Engativá;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2014;Engativá;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Engativá;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Fontibón;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Fontibón;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2014;Fontibón;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Fontibón;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Fontibón;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Fontibón;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Kennedy;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;Kennedy;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2014;Kennedy;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2014;Kennedy;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;8
2014;Kennedy;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2014;Kennedy;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;14
2014;Kennedy;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;8
2014;Kennedy;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2014;Kennedy;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2014;Kennedy;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Kennedy;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Kennedy;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;La Candelaria;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2014;La Candelaria;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2014;Los Mártires;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2014;Los Mártires;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
